priority,score,table_name,alias_table_name,owner,task_owner,table_rows,data_length,column_count,table_model,primary_key,partition_key,partition_count,tablet_count,task_count,latest_task_code,latest_task_name,latest_task_instance_time,latest_task_influence_num,downstream_count,sql_query_count,sql_last_time,resource_ref_count,collection_count,report_item_count,project_count,persist_object_count,persist_table_refs,unused_days,data_warehouse_layering,asset_class,suggested_rules,evidence
P3,17.0,ud_3418004512502203_sgysjcfbl,std工业设计拆分比例,包彦,陶林强,6.0,5450.0,4,PRIMARY_KEYS,`__id`,,1,16,1,zEeSzSQis1,1.std人事数据清洗（比例拆分）-std工业设计拆分比例【刷新】,,0.0,2.0,0,,1,1,0,1,0,0,85.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 2；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,17.0,ud_3418004512502203_srsygxzzhb,std人事员工薪资综合表,包彦,陶林强,289.0,185621.0,38,PRIMARY_KEYS,`__id`,,1,16,1,C24oNv56qM,1.std人事数据清洗（比例拆分）-std人事员工薪资综合表【刷新】,,0.0,2.0,0,,1,1,0,1,0,0,85.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 2；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,17.0,ud_3418004512502203_ssjzcfbl,std设计组拆分比例,包彦,陶林强,4.0,4792.0,5,PRIMARY_KEYS,`__id`,,1,16,1,Vjgnr01vWc,1.std人事数据清洗（比例拆分）-std设计组拆分比例【刷新】,,0.0,2.0,0,,1,1,0,1,0,0,85.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 2；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,17.0,UD_4971200913022541_1GXIX_pddzhbxs1,拼多多综合表.xlsx-Sheet1,包彦,包彦,2109.0,117312.0,3,PRIMARY_KEYS,`__id`,,1,16,1,ucgxOHbeKk,拼多多综合表.xlsx【钉盘接入】,2026-07-09 11:00:36,0.0,2.0,0,,1,1,0,1,0,0,31.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 2；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,17.0,UD_4971200913022541_9A7Q7_pddymydgfqjd,拼多多佑美运动官方旗舰店3月营销费用结算明细,包彦,包彦,620.0,52056.0,14,PRIMARY_KEYS,`__id`,,1,4,1,0AqG4ulqmX,拼多多佑美运动官方旗舰店3月营销费用结算明细【EXCEL】,2026-06-11 17:10:23,620.0,2.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；推广费/投放指标非负与日期完整性,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 2；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,17.0,UD_4971200913022541_C7WQ0_spbmtjhz,商品编码统计汇总,包彦,包彦,249.0,40326.0,12,PRIMARY_KEYS,`__id`,,1,4,1,FoOyhB2JP5,商品编码统计汇总【EXCEL】,,0.0,2.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；推广费/投放指标非负与日期完整性；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 2；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,17.0,UD_4971200913022541_IHJ0O_n4yxjxtsj,4月小件系统数据,包彦,包彦,599183.0,82672353.0,44,PRIMARY_KEYS,`__id`,,1,4,1,MmOUWPQSeF,4月小件系统数据【EXCEL】,,599183.0,2.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；推广费/投放指标非负与日期完整性；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 2；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,17.0,UD_4971200913022541_IUWUQ_pddpbjqjd3yy,拼多多跑步机旗舰店3月营销费用结算明细,包彦,包彦,4280.0,301538.0,14,PRIMARY_KEYS,`__id`,,1,4,1,rbs71llc6Q,拼多多跑步机旗舰店3月营销费用结算明细【EXCEL】,2026-06-11 17:11:24,4280.0,2.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；推广费/投放指标非负与日期完整性,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 2；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,17.0,UD_5179579576634064_55JCZ_jdzyqz2025n1,京东自营全站2025年1-5月,包彦,李梦丽,73.0,74840.0,17,PRIMARY_KEYS,`__id`,,1,16,1,FA6ljEQJCq,京东自营全站2025年1-5月【EXCEL】,,0.0,1.0,0,,1,2,0,2,0,0,30.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,被 2 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,17.0,UD_5179579576634064_BFT29_jdzyhjzzhbxs,京东自营和京造综合表.xlsx-Sheet1,李梦丽,李梦丽,154.0,8914.0,2,PRIMARY_KEYS,`__id`,,1,4,1,FPMz6lLEac,京东自营和京造综合表.xlsx【钉盘接入】,2026-07-09 11:00:39,0.0,2.0,0,,1,1,0,1,0,0,36.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 2；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,17.0,UD_5179579576634064_C24SM_jdzyfqz2025n,京东自营非全站2025年1-5月,包彦,李梦丽,183.0,120928.0,24,PRIMARY_KEYS,`__id`,,1,16,1,Eca4qXKhTC,京东自营非全站2025年1-5月【EXCEL】,,0.0,1.0,0,,1,2,0,2,0,0,30.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；商品编码/名称关键字段空值,被 2 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,17.0,UD_6816162936700995_TPVGR_zxtjcgdhjxnc,滞销统计采购单号及虚拟仓补充表.xlsx-Sheet1,蒋秀坤,蒋秀坤,28844.0,1442100.0,5,PRIMARY_KEYS,`__id`,,1,4,1,xAM5FqL2ZF,滞销统计采购单号及虚拟仓补充表.xlsx【钉盘接入】,2026-07-09 13:00:13,0.0,1.0,0,,1,2,0,2,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；商品编码/名称关键字段空值,被 2 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,anrishoutaosousuo,按日手淘搜索_旧版,包彦,陶林强,80686.0,10294340.0,33,PRIMARY_KEYS,`__id`,,1,4,1,O8qSgo2Xqg,按日手淘搜索_旧版【迁移】,2026-07-09 08:18:58,80686.0,1.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值；店铺标识关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,caiwuzhangdanchaifen,包材账单拆分,包彦,陶林强,479678.0,46805441.0,27,PRIMARY_KEYS,`__id`,,1,16,1,504oLKZyVC,包材账单拆分【迁移】,,0.0,1.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值；店铺标识关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,dajiannixiangyunfei,202507大件逆向运费,包彦,陶林强,2748.0,119907.0,8,PRIMARY_KEYS,`__id`,,1,16,1,K2cbGfxhbm,202507大件逆向运费【迁移】,,0.0,1.0,0,,1,1,0,1,0,0,12.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,damopanshujuxin,天猫-达摩盘数据新,包彦,李梦丽,557525.0,42364990.0,30,PRIMARY_KEYS,`__id`,,1,4,1,S4OKHd96oN,天猫-达摩盘数据新【迁移】,2026-07-09 12:01:39,557525.0,1.0,0,,1,1,0,1,0,0,-1.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；推广费/投放指标非负与日期完整性,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_3bajgigql5,KUS-临时需求,包彦,陶林强,1.0,6194.0,32,PRIMARY_KEYS,`id`,,1,2,1,gau0s0kgji,新建填报表-2024-10-29 09:30【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_50eqsazadi,新建填报表-2024-11-07 11:38,管理员,管理员,1.0,2097.0,9,PRIMARY_KEYS,`id`,,1,2,1,PiaW67HVsH,新建填报表-2024-11-07 11:38【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,我的数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查；推广费/投放指标非负与日期完整性,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_e2qqlish5p,2.1天猫小件-马锐,包彦,陶林强,105.0,27650.0,38,PRIMARY_KEYS,`id`,,1,2,1,o9ecEludK3,新建填报表-2024-10-24 15:17【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_f0qbrhe5am,修图排期表,包彦,陶林强,3.0,5440.0,26,PRIMARY_KEYS,`id`,,1,2,1,RIcdRekDsX,新建填报表-2024-10-24 17:53【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_jx6pduexhf,新品排期-天猫大件临时需求表,包彦,李梦丽,4.0,6810.0,32,PRIMARY_KEYS,`id`,,1,2,1,dKsXOwjU2k,新建填报表-2024-10-28 11:41【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_ks84id5dp0,3.1拼多多小件项目管理,包彦,陶林强,3.0,16508.0,42,PRIMARY_KEYS,`id`,,1,2,1,XG4w3q06on,新建填报表-2024-10-24 16:30【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_ojaotay60z,汇总表-数据填报表,陶林强,陶林强,2.0,6831.0,19,PRIMARY_KEYS,`id`,,1,2,1,40wfHj41c0,汇总表-数据填报表【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,我的数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查；推广费/投放指标非负与日期完整性；商品编码/名称关键字段空值；店铺标识关键字段空值,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_olwdebsd6k,三维需求表,包彦,李梦丽,87.0,22463.0,32,PRIMARY_KEYS,`id`,,1,2,1,tgs1JnmTJ7,新建填报表-2024-10-24 17:28【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_qga7l5cy0e,销售计划,包彦,李梦丽,945.0,68517.0,24,PRIMARY_KEYS,`id`,,1,2,1,yUuYYWMVE0,新建填报表-2024-11-06 14:27【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_smgps7jtkm,KUS-新品项表,包彦,陶林强,12.0,18826.0,47,PRIMARY_KEYS,`id`,,1,2,1,Yncth5k9Jr,新建填报表-2024-10-29 09:43【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_sxclk339ox,AI需求表,包彦,陶林强,87.0,17910.0,25,PRIMARY_KEYS,`id`,,1,2,1,rGMVr7EoCH,新建填报表-2024-10-24 17:46【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_ujusq2uktd,新品排期-天猫大件项目管理,包彦,李梦丽,49.0,24356.0,43,PRIMARY_KEYS,`id`,,1,2,1,5n61fvXObw,新建填报表-2024-10-28 11:05【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_ukagctsrdw,新建填报表-2025-04-16 12:23,管理员,管理员,12.0,19841.0,9,PRIMARY_KEYS,`id`,,1,16,1,IkKOS4ZpTC,新建填报表-2025-04-16 12:23【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,我的数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_vf6z4fwa75,KUS-产品需求,包彦,陶林强,2.0,8904.0,46,PRIMARY_KEYS,`id`,,1,2,1,1DqemUvPjg,新建填报表-2024-10-29 09:12【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_vucvgxzhru,跨境临时需求,包彦,陶林强,54.0,20433.0,37,PRIMARY_KEYS,`id`,,1,2,1,5JAPZVI4PH,新建填报表-2024-10-29 11:00【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_wugfg2amir,3.2拼多多临时需求表,包彦,陶林强,1.0,6274.0,32,PRIMARY_KEYS,`id`,,1,2,1,xn6hFCpkZ0,新建填报表-2024-10-24 16:43【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_x38yro6mtx,摄影需求表,包彦,李梦丽,3.0,11893.0,29,PRIMARY_KEYS,`id`,,1,2,1,qluer7D3AU,新建填报表-2024-10-24 18:01【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_xvqq61kdez,天猫小件项目管理-刘文,包彦,李梦丽,105.0,26607.0,39,PRIMARY_KEYS,`id`,,1,2,1,BNgHdAnBZT,新建填报表-2024-11-05 11:37【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_y0m5tk6n9r,1.2天猫临时需求-刘文,包彦,陶林强,1.0,6161.0,32,PRIMARY_KEYS,`id`,,1,2,1,1KA56Cvzk6,新建填报表-2024-10-24 14:52【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16,df_table_zu86uzisgv,4.文案进度表,包彦,陶林强,46.0,12267.0,19,PRIMARY_KEYS,`id`,,1,2,1,iiuMuA5pH7,新建填报表-2024-10-24 17:38【数据填报更新】,,0.0,0.0,0,,2,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `id` 重复检查,有关联产出任务 1 个；资源关系引用 2 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,dianpupaimingtongji,天猫-店铺排名统计,包彦,李梦丽,3752.0,217932.0,9,PRIMARY_KEYS,`__id`,,1,16,1,kh6n6Gb2ZN,天猫-店铺排名统计【迁移】,,0.0,1.0,0,,1,1,0,1,0,0,64.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；店铺标识关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,doutuiguangliuliangshuju,ODS_抖音_推广消耗流量表_RPA,包彦,陶林强,117790.0,9163144.0,28,PRIMARY_KEYS,`__id`,,1,4,1,jowXVWAEml,抖音-推广消耗、流量表【迁移】,,0.0,1.0,0,,1,1,0,1,0,0,30.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；推广费/投放指标非负与日期完整性；商品编码/名称关键字段空值；店铺标识关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,feiquanzhan_jjingdongziying,京东自营_非全站数据,包彦,陶林强,28647.0,2485425.0,23,PRIMARY_KEYS,`__id`,,1,4,1,0H6vA8a1eg,京东自营_非全站数据【迁移】,2026-07-09 08:50:05,28647.0,1.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,gebumenxiaoshoujine,各部门的销售金额,包彦,陶林强,11.0,8413.0,4,PRIMARY_KEYS,`__id`,,1,16,1,t0cP8UBZa5,各部门的销售金额【迁移】,,0.0,1.0,0,,1,1,0,1,0,0,85.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,gongyeshejichaifenmoban,工业设计拆分模版,包彦,陶林强,24.0,27842.0,11,PRIMARY_KEYS,`__id`,,1,16,1,DLMdBgefWi,工业设计拆分模版【迁移】,,0.0,1.0,0,,1,1,0,1,0,0,85.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,jingdong_quanzhan,京东自营_全站,包彦,陶林强,1653.0,169289.0,11,PRIMARY_KEYS,`__id`,,1,4,1,364O6KqVg7,京东自营_全站【迁移】,2026-07-09 08:50:05,1653.0,1.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,jingdong_youmeiqijiandianshuandanshuju,京东佑美旗舰店_刷单数据,张黄伟,陶林强,1398.0,59911.0,10,PRIMARY_KEYS,`__id`,,1,4,1,h6AP9tJVv9,京东佑美旗舰店_刷单数据【迁移】,2026-06-26 17:17:01,1398.0,1.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；店铺标识关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,jingdongfeiquanzhantuiguanghuafei,京东佑美旗舰店_推广花费,包彦,陶林强,45596.0,2806853.0,25,PRIMARY_KEYS,`__id`,,1,4,1,5wwtEDpPYu,京东佑美旗舰店_推广花费【迁移】,2026-07-09 08:22:53,45596.0,1.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；推广费/投放指标非负与日期完整性；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,jingdongquanzhantuiguanghuafei,京东佑美旗舰店_全站推广花费,包彦,陶林强,3748.0,388698.0,13,PRIMARY_KEYS,`__id`,,1,4,1,kZKsV4jeZp,京东佑美旗舰店_全站推广花费【迁移】,2026-07-09 08:22:48,3748.0,1.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；推广费/投放指标非负与日期完整性；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,jingdongziyingxiaoshouliuliangshuju,京东自营_销售流量数据,包彦,陶林强,163496.0,8071979.0,23,PRIMARY_KEYS,`__id`,,1,4,1,uPw9lmKbzW,京东自营_销售流量数据【迁移】,2026-07-09 08:49:59,163496.0,1.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值；店铺标识关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,kuszhugong,拼多多KUS助攻数据,包彦,陶林强,2359.0,174748.0,9,PRIMARY_KEYS,`__id`,,1,16,1,EDgRk0iCgc,拼多多KUS助攻数据【迁移】,,0.0,1.0,0,,1,1,0,1,0,0,83.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；商品编码/名称关键字段空值；店铺标识关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,16.0,ods_api_dd_after_sale_list_info_du,ODS_售后列表信息表(抖店API),包彦,陶林强,341704.0,568116773.0,48,PRIMARY_KEYS,"`dt`, `__id`",`dt`,454,908,1,teQTjNS2jo,ODS_售后列表信息表(抖店API)【连接器】,2026-07-09 02:25:28,7273.0,1.0,0,,1,1,0,1,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；金额/费用字段非负与异常极值；退款/售后金额与数量范围；推广费/投放指标非负与日期完整性；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性",被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 454 个
P3,16.0,ods_api_dingtalk_user_info_du,ODS_用户信息表(钉钉API),管理员,管理员,88959.0,54700322.0,31,PRIMARY_KEYS,"`dt`, `__id`",`dt`,218,436,1,qReKNAgWLw,ODS_用户信息表(钉钉API)【连接器】,2026-07-09 02:32:06,488.0,1.0,0,,1,1,0,1,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；推广费/投放指标非负与日期完整性；店铺标识关键字段空值；原始 API 记录落地完整性",被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 218 个
P3,16.0,ods_api_jingdong_aftersale_apply_order_list_info_f,ODS_退款审核单列表信息表(京东API),管理员,管理员,44358.0,13819589.0,19,PRIMARY_KEYS,`__id`,,1,2,1,QF4OQNIzj8,ods_api_jingdong_aftersale_apply_order_list_info_f【EtlDevelop任务】,,0.0,1.0,0,,1,1,0,1,0,0,85.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 checkTime 及时；主键 `__id` 重复检查；退款/售后金额与数量范围；店铺标识关键字段空值；原始 API 记录落地完整性,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
